791 02 10 01 00 00 00 00 00                       799 02 50 01 00 00 00 00 00   ;
791 02 3E 80 00 00 00 00 00                       799 02 7e 80 00 00 00 00 00   ;
791 02 10 01 00 00 00 00 00                       799 02 50 01 00 00 00 00 00   ;
791 02 3E 80 00 00 00 00 00                       799 02 7e 80 00 00 00 00 00   ;
791 02 10 01 00 00 00 00 00                       799 02 50 01 00 00 00 00 00   ;7
791 02 3E 80 00 00 00 00 00                       799 02 7e 80 00 00 00 00 00   ;7
791 04 31 01 01 00 55 55 55                       799 04 71 01 01 00 55 55 55   ;7
791 02 10 01 00 00 00 00 00                       799 02 50 01 00 00 00 00 00   ;7
791 02 3E 80 00 00 00 00 00                       799 02 7e 80 00 00 00 00 00   ;7
791 02 27 01 00 00 00 00 00                       799 02 67 01 00 00 00 00 00   ;7
791 06 27 02 14 F1 3D 69 00                       799 06 67 02 14 F1 3D 69 00   ;7
791 03 22 F1 90 00 00 00 00                       799 03 62 F1 90 00 00 00 00   ;7
791 10 14 2E F1 90 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF                    799 10 54 2E F1 90 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ;7
